psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
101602,1,32616,1,2,2, ,3,1,2,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,1,2,2,2,3,1,2,2,4,1,3,2,2,4,1,1,0, , , , , , , ,6,5,2,3,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,3,1,1,1, , ,2,2, , ,1,1,1,70,1,1,2,3,3,1,1, ,2,2,1, , , , ,6,3,2,71202,S,3,22,2.5625,0.845071982
101604,1,32616,1,2,2, ,2,1,1,1,1, , ,3, ,1,2,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,2,1,4,1,4,2,1,4,9,2,3,1,2,2, , , , ,5,4,5,4,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,8,1,1,1,1, , ,3,1, , ,2,3,2,61,3,2, ,3,1,1,4,1,3,2,1, , , , ,3,1, ,2888,U,1,44,3.0625,1.009964076
101608,1,32916,1,1,1, ,2,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,3,1,3,2,1,1,0, , , , , , , ,5,4,3,3,1,1,3,4,4, ,2,3,8, ,2,1,2,2,2, , ,1,2,2, , ,2,2,2,2, , , ,1,1,2,2,1,3,1,2,1,1,2, , ,2,2, , ,2,71,3,2, ,1,2,1,2, ,5,2,1, , , , ,2,1, ,37211,U,3,47,6.9375,2.287877805
101615,1,32816,1,2,1, ,8,1,1,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,8,3,1,1,8,4,2,1,3,8,1,1,8,3,1,2,2, , , , ,5,1,1,5,1,1,3,8,8, ,2,9,1,2,2,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,2,1,1,1,1,1,8,1,1, , ,1,2, , ,1,1,1,99,6,2, ,5,3,2,9,9,2,2,1, , , , ,1,1, ,92324,S,4,6,2.0625,0.680179888
101626,1,32816,1,2,1, ,3,1,1,1,1, , ,2, ,1,2,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2, , , , ,5,2,5,3,1,3,3,4, , , ,3,2, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,2,1,1,2,2, , ,1,1, , ,1,1,2,76,5,2, ,4,3,1,2, ,4,2,1, , , , ,2,1, ,72638,R,3,5,1.34375,0.443147503
101630,1,32816,1,1,1, ,4,1,1,1,2,1,2, , ,1,2,2,2,2,1,2,2,1,1,2, , , , , ,3, ,1,2,2,1,1,3,1,2,1,2,2,3,3,1,1,2,2,2,1,2,2, , , , ,2,5,1,1,1,2,3,4, , , ,3,1,1,1,1,2,2,2, , ,1,2,2, , ,2, , , , , , ,1,2,8,1,1,8,1,1,1,2,2, , ,2,1, , ,1,67,1,2, ,4,3,2,1, ,2,2,1, , , , ,5,2,2,60424,S,2,17,1.96875,0.64926262
101635,1,32816,1,1,1, ,4,1,1,2,1,2, , , ,2, ,8,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,1,2,1,2,2,1,1,4,1,1,1,1,1,0, , , , , , , ,5,5,2,5,2,2,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,4,4,4,3,4,4,2,1,3,2, , ,1,2, , ,2,74,5,2, ,2,3,2,1, ,3,2,1, , , , ,99,2,2,49448,S,2,26,5.78125,1.906564837
101637,1,32816,1,1,2, ,3,1,1,2,1,2, , , ,1,8,5,2,2,1,1,2,1,1,2, , , ,5, ,3, ,5,1,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,5,2,1,2, , , , ,5,1,5,1,2,1,3, ,2, ,2,1,1,2, , , , , , , ,2, , , , ,2,2,2,2, , , ,1,1,1,1,1,1,1,1,1,1,1, , ,2,1, , ,2,50,1,2, ,4,3,2,8,2,3,2,1, , , , ,98,2,2,51443,R,2,19,2.5625,0.845071982
101638,1,32816,2,2,1, ,1,3, ,1,1, , ,1,1,1,2,5,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,2,3,2,3,2,8,1,0, , , , , , , ,5,5,5,5,1,3,3,4, , , ,3,1,2,2,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,1,3,2,1,2,1,1,1, , ,2,2, , ,2,3,2,36,5,1,0,1,3,2,4,9,8,1,7, , , ,3,1,3,1,33415,S,3,12,5.03125,1.659226696
101641,1,32816,1,2,1, ,2,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,1,1,2,1,2,1,2,3,4,2,4,3,2,2,12,1,2,2, , , , ,5,1,2,5,1,3,3,3, , , ,3,2, ,2,1,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,1,2,90,5,2, ,3,3,1,3,8,2,2,1, , , , ,1,1, ,1030,S,1,25,6.9375,2.287877805
101643,1,32816,1,1,2, ,3,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,2,1,1,2, , , ,6, ,5, ,1,2,1,2,2,2,1,2,1,4,1,2,1,1,4,2,1,3,2,2,1,4,5,5,5,5,3,5,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,1,2,2,1,2,1,3,1,1,3, , ,3,2, , ,2,71,1,2, ,2,3,2,3,9,1,2,1, , , , ,6,2,2,34488,S,3,12,2.96875,0.979046808
101649,1,32816,1,1,2, ,3,1,1,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,1,2, , , , , , , ,1,2,2,2,2,3,1,1,2,3,2,9,1,2,2,2,1,45,1,1,1,5, ,5,3,5,1,1,3,1,1,1,1,3,3,1,3,1,1,1,2,2,2,2, , ,2, , , , ,2,1,1,1, , , ,1,1,1,1,1,1,1,1,1,2,3, , ,1,2, , ,2,74,1,2, ,8,3,1,2, ,5,2,1, , , , ,6,2,2,34432,S,3,12,1.125,0.371007212
101651,1,32816,1,2,2, ,3,9, ,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0, , , , , , , ,5,4,1,5,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,2,1,1,1,1,1,1,2,2, , ,1,1, , ,1,1,1,63,1,2, ,3,1,2,2, ,4,2,1, , , , ,6,2,2,1013,S,1,25,6.9375,2.287877805
101658,1,32816,1,2,2, ,4,1,1,1,2, , ,1,1,2, ,4,2,2,1, , , , , ,2,2,2, , , , , ,1,1,1,1,3,1,1,2,4,1,4,4,1,4,2,1,50,1,2,2, , , , ,1,1,1,2,1,1,3,2,2, ,2,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,1,8,1,1,1,1,1,1,1, , ,3,1, , ,8,8,1,73,1,2, ,8,3,2,2, ,9,2,1, , , , ,8,2,2,10917,S,1,36,6.09375,2.009622396
101661,1,32816,1,2,2, ,3,1,1,1,2, , ,1,2,1,2,2,2,2,2, , , , , ,2,2,2, , , , , ,2,2,2,2,3,1,2,2,2,2,3,2,2,2,1,2,24,1,2,2, , , , ,5,1,3,1,1,3,3,1, , , ,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,1,1, , ,4,2, , ,1,8,2,68,1,2, ,4,3,2,1, ,1,2,1, , , , ,99,2,2,80537,S,4,8,1.21875,0.401924479
101667,1,32816,1,2,1, ,1,1,4,1,1, , ,2, ,1,1,2,1,1,1, , , , , ,2,1,2, , , , , ,2,1,1,1,2,1,2,2,3,1,3,1,1,3,2,1,2,1,2,2, , , , ,5,3,4,4,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,3,2, , ,1,1, , ,1,1,1,64,1,2, ,3,3,2,1, ,4,2,1, , , , ,5,3,3,77015,U,3,48,2.75,0.906906517
101669,1,32816,1,2,1, ,4,1,2,1,1, , ,2, ,1,1,2,1,1,1, , , , , ,2,1,2, , , , , ,1,2,1,1,1,1,2,1,2,2,3,1,1,3,2,2,97,1,1,1,5,1,5,3,4,1,1,3,1,1,1,4,3,4,1,3,1,1,1,2,1, , ,2,2,2, , , , ,2, , , ,1,2,1,1,2,2,1,2,1,1,1,1, , ,2,2, , ,1,4,2,50,1,2, ,6,2,2,3,1,3,2,1, , , , ,7,3,3,50036,U,2,19,1.59375,0.52559355
101673,1,32816,1,1,1, ,2,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,1,1,1,1,3,1,1,1,9,1,2,1,1,2,1,2,99, , , , , , , ,6,1,1,5,1,3,3,3, , , ,1,1,2,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,2,2,1,1,1,1,1,3, , ,2,2, , ,2,83,5,2, ,3,3,2,2, ,3,2,1, , , , ,4,1, ,2301,S,1,25,6.9375,2.287877805
101687,1,40216,1,2,1, ,3,1,2,2,2, , , , ,2, , ,2,2,1, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,4,2,4,2,4,4,2,1,3,1,2,2, , , , ,5,3,3,4,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,1,1,1,2,1,2,1, , ,1,2, , ,2,2,2,79,1,2, ,3,3,1,1, ,3,2,1, , , , ,99,2,2,84066,R,4,49,3.21875,1.061492855
101694,1,32816,1,2,1, ,2,1,1,1,1, , ,2, ,1,2,2,2,1,1, , , , , ,2,2,2, , , , , ,1,1,1,1,2,1,2,1,1,1,1,2,1,3,2,1,10,2,1,1,5, ,4,5,6,5,1,1,1,1,1,3,4,4,1,3,1,1,2,1,2, , ,2,2,2, , , , ,1, , , ,2,1,2,1,2,1,1,1,1,1,3,1, , ,1,1, , ,2,1,2,83,1,2, ,8,3,2,2, ,5,2,1, , , , ,9,2,2,95014,U,4,6,1,0.329784188
101709,1,40216,1,1,1, ,4,1,1,2,2, , , , ,1,8, ,1,1,2, , , , , , , , , , , , , ,2,1,1,1,2,1,2,2,1,2,2,1,4,3,2,1,30,2,1,2, , , , ,5,1,1,3,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,8,1,1,8,8,1,3,1,1,2, , ,4,1, , ,2,84,5,2, ,98,4,2,1, ,2,2,1, , , , ,99,1, ,75758,R,3,48,1,0.329784188
101718,1,32916,1,1,2, ,3,1,2,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,3,1,2,2, , , , ,5,3,2,4,1,3,3,4, , , ,3,2, ,2,1,1,2,2, , ,1,1,1, , ,2, , , , , , ,1,2,2,1,2,3,1,1,1,1,1, , ,1,1, , ,1,55,3,1,0,4,4,2,2, ,3,2,2, , , , ,2,1, ,30222,S,3,13,1.09375,0.360701456
101723,1,32916,1,2,2, ,3,1,1,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,1,2,2,3,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2, , , , ,3,2,3,2,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,2,2,1,1,1,2,1, , ,1,1, , ,1,1,1,62,1,2, ,3,6,1,3,2,2,2,1, , , , ,7,2,2,6401,S,1,9,3.0625,1.009964076
101729,1,32916,1,2,2, ,3,1,1,1,1, , ,2, ,1,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,1,2,1,2,1,4,2,2,1,1,4,2,1,40,1,2,1,3,5,5,4,5,1,1,4,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,8,8,1,1,8,1,3,2, , ,2,1, , ,2,3,1,68,1,2, ,8,3,2,2, ,5,2,1, , , , ,99,2,2,6498,S,1,9,2.59375,0.855377738
101732,1,32916,1,2,1, ,3,1,1,1,1, , ,2, ,1,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,1,1,1,4,1,4,1,1,4,2,1,40,2,2,1,1, ,5,5,5,1,5,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,4,1,3,1, , ,1,1, , ,1,2,2,64,1,2, ,3,3,2,3,8,3,2,1, , , , ,8,2,2,34202,S,3,12,3.34375,1.102715879
101734,1,32916,1,1,2, ,3,1,1,1,1,1,2, , ,2, ,2,1,1,1,2,2,2,1,2, , , , , , , ,3,1,1,2,1,1,1,2,1,4,2,2,1,1,2,2,1,50,1,2,2, , , , ,5,1,1,1,1,1,3,2,1, ,2,3,1,2,1,1,1,1,2, , ,1,1,1, , ,2,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,3, , ,1,1, , ,2,40,3,1,1,5,2,2,3,9,4,1,7, , , ,1,2,3,1,41274,R,3,21,6.9375,2.287877805
101744,1,40416,1,1,2, ,3,1,1,1,2,1,2, , ,1,2,2,2,2,1,2,2,2,1,2, , , , , , , ,2,2,2,1,1,2,2,1,2,4,1,1,1,1,3,2,1,3,1,2,2, , , , ,5,2,1,1,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,2,1,2,2,3,3,3,3,2,1,1, , ,3,3, , ,1,61,1,2, ,6,1,2,2, ,3,2,1, , , , ,6,2,2,19014,S,1,42,1,0.329784188
101747,1,40416,1,2,1, ,2,1,2,1,1, , ,2, ,1,1,2,2,2,1, , , , , ,2,2,2, , , , , ,1,1,1,1,1,1,2,2,2,2,2,2,2,3,1,2,12,1,2,2, , , , ,3,2,1,2,1,1,3,4,4, ,1,2,8, ,1,2,1, , ,2,2,2, , , , ,2, , , ,2,2,2,1,3,2,2,2,2,1,2,1, , ,2,1, , ,2,3,1,99,1,2, ,6,2,2,3,2,3,2,1, , , , ,7,3,3,55422,S,2,27,1.8125,0.597733841
101759,1,32916,1,1,2, ,3,1,1,1,2,1,2, , ,1,2,3,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,3,1,2,2,4,1,1,2,1,4,2,1,0, , , , , , , ,5,3,5,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,2,2,2,1,1,1,2,3,1,3,2, , ,3,1, , ,1,73,5,2, ,4,3,2,4,1,1,2,1, , , , ,99,1, ,78130,U,3,48,1.5625,0.515287794
101763,1,32916,1,2,2, ,4,2, ,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,1,2,2,2,1,2,2,2,2,2,4,4,2,1,1,15,1,2,2, , , , ,5,1,3,4,1,3,3,4, , , ,3,8, ,2,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,3,2,2,2,2,1,3,2, , ,2,3, , ,3,2,1,46,1,1,0,1,1,2,3,1,1,2,1, , , , ,3,7,4,50629,R,2,19,6.9375,2.287877805
101764,1,32916,1,2,2, ,3,1,1,1,1, , ,2, ,1,1,2,2,1,2, , , , , ,1,2,2, , , , , ,2,2,2,2,1,1,2,2,4,1,2,4,1,3,2,9,0, , , , , , , ,1,5,5,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,2,2,1,1,1, , ,1,1, , ,2,2,1,57,1,2, ,3,1,1,1, ,3,8,2,5,1, , ,2,2,2,79606,U,3,48,1.5625,0.515287794
101774,1,32916,1,2,2, ,3,1,1,2,2, , , , ,1,8, ,2,2,1, , , , , , , , , , , , , ,2,1,2,2,3,1,2,2,4,8,4,9,3,9,9,9,0, , , , , , , ,6,5,2,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,8,8,8,8,8,8,8,8,8, , ,8,4, , ,8,8,2,80,1,2, ,3,4,2,1, ,2,2,1, , , , ,98,2,2,32610,U,3,12,1.6875,0.556510817
101792,1,32916,1,1,1, ,4,1,1,1,1,1,2, , ,1,1,2,1,1,1,2,2,2,1,2, , , , , , , ,2,1,1,1,2,2,1,2,2,3,1,2,1,1,3,2,2,97,1,1,1,3,3,4,5,5,3,1,1,1,1,3,3,4, ,2,3,1,2,1,2,1,2,2, , ,2, , , , ,2,1,1,1, , , ,1,1,2,1,1,1,1,1,1,1,1, , ,2,1, , ,1,61,1,2, ,5,2,2,2, ,3,2,1, , , , ,7,2,2,54868,R,2,55,1.40625,0.463759014
101795,1,40216,1,2,1, ,3,1,1,1,1, , ,2, ,1,1,1,1,1,1, , , , , ,1,1,2, , , , , ,1,1,1,1,1,1,1,1,4,1,4,1,1,4,2,1,8,1,1,1,3,4,3,3,1,1,1,1,1,1,3,3,4, ,1,2,1,2,1,1,1, , ,2,1,1, , ,2,2,2, , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1, , ,2,3,1,38,1,1,1,5,1,2,1, ,2,2,1,5, , , ,6,7,2,43420,R,2,39,3.84375,1.267607973
101816,1,40416,1,2,1, ,4,1,2,2,1, , ,2, ,1,2,4,1,2,1, , , , , ,2,2,1, , , , , ,1,1,1,1,2,2,2,2,3,2,2,1,1,2,2,1,5,1,2,1, ,3,5,5,5,1,2,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,1,3,2,3,2, , ,1,1, , ,1,4,2,64,1,2, ,5,6,2,2, ,1,2,1, , , , ,7,2,2,65462,R,2,29,2.25,0.742014423
101828,1,40216,1,2,1, ,4,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,1,4,4,2,1,4,1,1,2, , , , ,5,2,1,2,1,3,3,3, , , ,2,1,2,2,2,1, , ,2,2,1, , ,2,1,2, , , , , , ,1,1,1,1,1,3,1,1,1, , ,1,1, , ,1,1,1,62,1,2, ,6,3,2,2, ,3,2,2, , , , ,4,2,2,23061,S,3,51,2.03125,0.669874132
101847,1,40216,1,1,1, ,2,1,2,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,1,1, , , , , , ,3,1,2,1,2,1,1,1,1,2,3,1,3,2,1,4,2,1,3,1,2,2, , , , ,1,3,2,2,1,1,3,4,4, ,1,3,8, ,2,2,1,2,2, , ,1,1,2, , ,2,1,1,2, , , ,1,2,3,2,2,3,2,2,2,1,2, , ,3,2, , ,1,41,1,1,0,6,1,2,1, ,3,2,1, , , , ,99,4,2,28105,U,3,37,2.9375,0.968741052
101852,1,40216,1,1,2, ,2,1,1,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,1,1, , , , , , ,5,2,2,2,2,2,2,1,2,2,2,2,3,1,1,4,2,1,5,1,1,1,4, ,5,5,1,3,1,3,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,8,1,1,1,1,1,2,1,1,1, , ,8,2, , ,1,67,1,2, ,6,1,2,2, ,4,2,1, , , , ,7,2,2,34203,S,3,12,1.15625,0.381312967
101856,1,40216,1,2,2, ,3,1,2,1,1, , ,2, ,1,1,1,2,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,1,1,2,2,2,1,3,2,1,2,2,2,4,1,2,2, , , , ,1,3,1,2,2,1,3, ,4, ,2,2,8, , , , , , , , ,2, , , , ,1, , , ,2,1,1,1,2,2,2,3,3,3,2,1, , ,2,1, , ,2,3,2,56,1,2, ,6,1,2,3,2,3,2,1, , , , ,9,2,2,32606,U,3,12,1.375,0.453453259
101857,1,40416,1,1,1, ,4,1,3,1,1,1,2, , ,1,1,2,2,1,1,1,1,1,1,2, , , ,2,1,2, ,1,2,2,2,2,2,1,2,2,4,2,4,1,1,4,2,2,15,1,2,1,5, ,5,5,5,5,2,5,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,8,1,1,2,1,2,2,1,3, , ,3,8, , ,2,35,2,1,0,5,2,2,9,9,9,2,1, , , , ,4,5,2,39667,R,3,28,5.125,1.690143964
101867,1,40216,1,2,2, ,2,1,1,1,1, , ,2, ,1,1,1,1,2,1, , , , , ,1,2,2, , , , , ,1,1,2,2,2,1,2,1,1,2,1,1,1,3,2,2,12,1,1,1, ,4,5,5,1,2,1,4,1,3,3,3, , , ,1,1,2,1,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,2,2,1,2,1,1,1,1, , ,1,1, , ,2,2,1,46,3,1,0,6,1,2,3,2,3,2,1, , , , ,7,3,1,10989,S,1,36,2.125,0.7007914
101869,1,40216,1,2,1, ,2,1,2,1,1, , ,2, ,1,1,1,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,1,1,1,1,4,2,3,1,1,3,2,1,60,1,2,1,1,3,5,5,2,1,1,1,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,2,2,2,1,2,1,2,1, , ,2,1, , ,2,2,2,69,5,2, ,4,1,2,3,8,3,2,1, , , , ,7,1, ,85298,U,4,4,1.25,0.412230235
101872,1,40216,1,1,2, ,3,1,2,1,1,1,2, , ,1,1,2,2,1,1,2,2,1,1,2, , , , , ,3, ,2,2,1,2,1,2,1,2,1,2,1,4,1,1,4,2,1,6,2,1,2, , , , ,3,2,3,3,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,8,1,2,1,2,1,1,1,1,1,1, , ,4,4, , ,2,53,1,2, ,5,1,2,1, ,2,2,1, , , , ,99,2,2,59430,R,4,30,2.53125,0.834766226
101873,1,40216,1,2,1, ,3,1,1,2,2, , , , ,1,1, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,4,1,1,2,2,2,2,1,2,1,2,2, , , , ,5,4,5,4,2,3,3, , , , ,3,1,2, , , , , , , ,1, , ,2,2,2, , , , , , ,8,3,3,1,4,4,2,3,3, , ,2,1, , ,3,4,1,75,1,2, ,4,3,2,1, ,2,2,1, , , , ,1,2,2,43068,U,2,39,4.15625,1.370665532
101876,1,40216,1,2,2, ,4,1,2,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,2,4,4,2,3,2,2,1,25,1,1,2, , , , ,5,1,2,3,1,3,3,3, , , ,3,1,2,2,1,1, , ,2,2,2, , , , ,2, , , , , , ,1,8,2,1,8,2,1,1,1, , ,2,2, , ,1,1,1,77,3,2, ,2,3,2,3,1,2,2,1, , , , ,2,1, ,24526,S,3,51,2.09375,0.690485644
101879,1,40216,1,2,1, ,3,1,1,1,1, , ,2, ,1,1,2,2,1,1, , , , , ,2,2,2, , , , , ,1,1,2,1,2,1,2,1,4,2,4,2,1,4,2,1,2,1,2,2, , , , ,1,2,1,2,1,3,3,4, , , ,3,8, ,2,2,1, , ,2,2,2, , , , ,2, , , , , , ,1,4,2,2,2,4,1,2,1, , ,1,1, , ,4,4,2,45,1,1,0,3,1,2,2, ,4,2,1, , , , ,8,3,2,6779,R,1,9,2.5,0.82446047
101881,1,40216,1,2,2, ,3,1,2,1,1, , ,2, ,1,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,1,1,1,3,1,2,1,2,2,2,2,3,3,2,1,12,1,2,1,3, ,5,5,5,3,5,2,3,2,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,2,2,1,2,2,1,2,1, , ,2,1, , ,2,2,1,66,3,2, ,5,3,2,2, ,2,2,2, , , , ,6,1, ,12144,S,1,36,2.8125,0.927518029
101882,1,40216,1,1,1, ,3,1,2,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,1,2,2,1,4,8,2,4,1,1,1,0, , , , , , , ,5,4,8,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,2,8,8,8,8,8,8,3,1,8,8, , ,1,8, , ,2,65,5,2, ,99,3,1,4,8,8,2,1, , , , ,99,1, ,1077,S,1,25,3,0.989352564
101885,1,40216,1,1,1, ,1,1,2,1,1,1,2, , ,1,1,5,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,10,1,2,2, , , , ,5,4,2,4,1,1,3,4,4, ,2,3,1,2,1,2,2,2,2, , ,2, , , , ,2,2,2,1, , , ,1,1,2,2,3,3,2,2,1,3,3, , ,2,1, , ,2,45,1,2, ,6,1,2,2, ,3,1,1, , , ,3,6,1, ,90063,S,4,6,2.125,0.7007914
101889,1,40216,1,2,2, ,3,1,1,1,1, , ,2, ,1,1,2,2,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,2,1,2,1,1,2,3,3,3,2,1,2,0, , , , , , , ,4,2,2,4,1,3,3,4, , , ,3,8, ,2,1,2, , ,2,2,2, , , , ,2, , , , , , ,1,8,8,1,1,2,1,2,1, , ,2,1, , ,3,4,2,99,3,2, ,6,4,2,2, ,4,2,1, , , , ,99,1, ,94577,U,4,6,1,0.329784188
101901,1,40216,1,1,1, ,4,1,3,1,1,1,5, , ,1,1,3,2,2,1,2,2,2,1,2, , , , , , , ,3,2,1,2,1,1,1,2,1,4,1,2,2,1,4,2,1,0, , , , , , , ,3,4,4,2,1,3,1,4, ,4, ,3,1,2,1,2,1,2,2, , ,1,1,1, , ,1,2,1,2, , , ,1,1,1,2,1,2,1,2,1,3,2, , ,3,3, , ,1,62,1,2, ,6,1,2,1, ,2,2,1, , , , ,7,2,2,98223,S,4,53,1.03125,0.340089944
101910,1,40216,1,2,2, ,3,1,1,1,1, , ,2, ,1,1,1,1,1,1, , , , , ,1,2,2, , , , , ,2,2,2,2,1,1,2,2,4,2,4,1,1,4,2,1,15,2,1,1,2,1,5,2,2,1,1,1,1,1,3,4,3, ,1,3,1,1,2,2,2, , ,2,2,2, , , , ,2, , , ,2,2,2,8,2,8,1,8,3,1,1,1, , ,1,1, , ,1,3,2,51,1,2, ,8,2,2,2, ,5,2,1, , , , ,5,2,2,33050,R,3,12,1.625,0.535899306
101912,1,40216,1,1,2, ,1,3, ,1,1,1,2, , ,1,8,2,1,1,1,2,2,2,1,2, , , , , , , ,6,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,12,2,2,1,5,1,5,5,2,5,2,1,2,2,2, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,1,2,2,1,2,1,1,1,1,2, , ,2,2, , ,2,43,3,1,0,6,1,2,2, ,2,2,2,5, , , ,5,2,1,11212,U,1,36,2.5625,0.845071982
