psraid,sample,int_date,lang,form,llitext1,qs1,live1,reg,oftvote,eminuse,intmob,home3nw,bbhome1f1,bbhome1f2,bbhome2,device1a,smart1,intfreq,device1b,device1c,device1d,act112,act124,act125,act135,act136,act127,act128,act129,sns2a,sns2b,sns2c,sns2d,sns2e,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q2a,q2b,q2c,q2d,q2e,q2f,q3,q4,books1,books2a,books2b,books2c,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q8d,libusea,libuseb,libusec,lib_frq,libst_frq,libapp_frq,libmob,libvisit,ebk_awr,ebk_brw,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q10,q11a,q11b,q11c,q11d,q12,q13a,q13b,q13c,q13d,q13e,q13f,q14,q15a,q15b,q15c,q15d,q15e,q15f,q16a,q16b,q17a,q17b,q17c,q17d,q18a,q18b,q18c,q18d,sex,age,marital,par,kidage1,educ2,emplnw,disa,party,partyln,ideo,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,hh1,hh3,zipcode,usr,cregion,state,weight,standwt
100215,1,31016,1,1,1, ,3,1,2,1,2,1,2, , ,1,2,4,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,4,2,4,2,2,4,1,1,20,1,2,2, , , , ,5,1,1,2,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,2,2,8,8,2,2,1,3,2, , ,3,1, , ,1,80,5,2, ,3,3,2,1, ,3,2,1, , , , ,3,2,2,52314,S,2,19,2.84375,0.937823785
100219,1,31016,1,2,1, ,3,1,2,1,1, , ,2, ,1,1,2,1,1,1, , , , , ,1,2,2, , , , , ,1,1,1,1,1,1,2,1,2,1,2,1,1,3,2,1,30,1,1,1,4,4,3,5,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,1,2, , ,1,2,1, , ,2,1,1, , , ,2,1,1,1,1,1,1,2,2,2,1,1, , ,2,1, , ,1,3,2,42,1,1,0,6,1,2,2, ,5,2,1, , , , ,6,5,3,16803,S,1,42,5.28125,1.741672743
100222,1,40416,1,1,1, ,3,1,1,1,2,1,2, , ,2, ,2,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,1,2,1,1,2,4,2,2,1,1,2,2,1,6,1,2,2, , , , ,5,1,1,5,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,2,2,2,2,2,2,2,3,2,2,1, , ,2,2, , ,1,84,6,2, ,6,3,1,1, ,4,2,1, , , , ,6,1, ,18642,S,1,42,3.46875,1.143938902
100225,1,31016,1,1,2, ,3,3, ,1,2,1,2, , ,1,1,1,8,2,1,2,8,8,1,8, , , , , , , ,5,2,2,2,2,3,1,2,2,4,1,8,1,4,2,2,1,75,1,2,2, , , , ,5,5,5,1,2,2,8, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,8,1,1,1,1,1, , ,8,1, , ,2,74,1,2, ,4,3,1,4,9,3,2,1, , , , ,99,2,2,98331,R,4,53,1.65625,0.546205061
100228,1,31016,1,2,2, ,2,1,1,1,1, , ,2, ,1,1,1,2,1,1, , , , , ,1,2,2, , , , , ,1,2,2,2,1,1,2,1,4,1,2,4,1,4,2,1,97,1,2,1,1, ,5,3,2,2,1,2,3,1,3, ,4, ,1,3,8, , , , , , , , , , , , , ,2, , , ,2,1,2,1,8,8,8,8,2,2,2,2, , ,3,3, , ,4,4,1,34,1,1,2,8,1,2,3,8,3,9,9, , , , ,9,4,2,97229,S,4,41,1.125,0.371007212
100242,1,31016,1,1,2, ,1,3, ,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,2,1,2,1,4,2,1,4,4,4,2,2,6,1,2,2, , , , ,5,5,5,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,8,2,2,8,1,3,3,1,1, , ,8,4, , ,2,67,6,2, ,7,3,2,4,1,1,2,1, , , , ,1,1, ,10467,U,1,36,2.78125,0.917212273
100252,1,31016,1,2,1, ,3,3, ,1,1, , ,2, ,1,1,3,2,1,1, , , , , ,1,1,2, , , , , ,2,8,2,1,8,1,1,1,1,2,1,1,1,1,2,3,5,1,2,2, , , , ,4,4,9,4,1,1,3,3,4, ,1,3,2, ,2,1,1, , ,1,2,1, , ,1,1,9, , , ,1,1,1,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,1,2,19,6,2, ,3,2,2,4,8,8,2,1, , , , ,98,5,4,11804,S,1,36,6.59375,2.17451449
100254,1,31016,1,1,1, ,1,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,1,2,1,2,1,2,1,1,1,4,2,4,2,2,1,6,1,2,2, , , , ,2,1,1,3,1,3,3,3, , , ,3,8, ,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,2,1,2,1,1,1,1,2,2, , ,2,1, , ,2,79,5,2, ,3,2,2,2, ,3,2,1, , , , ,99,1, ,11375,U,1,36,6.9375,2.287877805
100259,1,31016,1,1,2, ,4,1,4,2,1,2, , , ,1,2,5,2,2,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,3,1,2,2,1,2,1,3,4,2,9,1,0, , , , , , , ,6,5,2,5,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,1,1,8,1,2,1,3,1,8,3, , ,3,1, , ,2,68,1,2, ,2,3,1,1, ,2,2,1, , , , ,4,2,2,28621,R,3,37,2.96875,0.979046808
100266,1,31016,1,2,2, ,3,1,1,1,2, , ,2, ,1,2,2,1,2,1, , , , , ,2,2,2, , , , , ,2,1,1,1,3,2,2,2,3,1,4,2,1,3,1,2,50,1,2,1, ,3,5,5,6,1,1,3,1,1,3,1,2, ,2,3,1,2,1,1,2, , ,2,2,2, , , , ,1, , , ,1,2,2,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1,1,2,64,1,2, ,7,3,2,2, ,4,2,1, , , , ,8,2,2,16803,S,1,42,1.9375,0.638956864
100267,1,31016,1,2,2, ,2,1,3,1,1, , ,1,1,2, ,1,2,2,1, , , , , ,2,2,2, , , , , ,1,2,2,1,2,1,2,2,1,2,4,1,4,1,1,1,0, , , , , , , ,3,5,5,1,3,1,3, ,4, ,2,3,8, , , , , , , , , , , , , ,2, , , ,2,2,2,1,2,3,1,1,4,1,3,1, , ,1,2, , ,1,2,2,53,2,2, ,3,2,2,2, ,5,2,2, , , , ,1,2,2,19111,U,1,42,6.9375,2.287877805
100273,1,31016,1,1,2, ,2,1,1,1,1,1,2, , ,1,1,1,2,1,1,2,2,2,1,1, , , , , , ,3,6,1,1,1,1,1,1,1,2,2,2,4,2,1,3,2,1,25,1,1,1,3, ,5,4,1,3,1,3,1,2,3,4, , , ,3,2, ,1,2,2,1,1, , ,1,2,1, , ,2, , , , , , ,1,2,2,1,3,1,1,2,1,1,1, , ,1,2, , ,2,50,2,2, ,8,1,2,2, ,2,2,2, , , , ,9,99,99,22079,S,3,51,1.90625,0.628651109
100274,1,31016,1,1,1, ,3,1,1,1,1,1,2, , ,1,2,2,2,1,1,2,2,2,2,2, , , , , , , , ,2,1,1,2,2,1,1,1,4,2,4,1,1,4,2,1,0, , , , , , , ,1,2,1,2,2,3,3, , , , ,3,2, , , , , , , , ,2, , , , ,2, , , , , , ,8,2,2,2,2,4,1,3,2,2,2, , ,4,2, , ,2,50,6,2, ,5,1,2,3,1,3,2,1, , , , ,7,4,4,52402,U,2,19,3.59375,1.185161926
100277,1,31016,1,1,2, ,4,1,1,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,1,9,2,2,3,2,2,2,2,1,4,2,4,2,1,1,0, , , , , , , ,6,1,1,5,3,3,3, , , , ,3,9, , , , , , , , , , , , , ,2, , , , , , ,1,4,4,4,4,4,4,4,4,1,1, , , , , , ,2,84,5,2, ,3,3,1,2, ,5,2,1, , , , ,99,1, ,22660,R,3,51,1.78125,0.587428085
100282,1,31016,1,1,1, ,2,3, ,1,1,1,2, , ,1,1,2,2,1,1,1,1,2,1,2, , , ,1,1, , ,3,1,2,2,2,2,1,2,1,2,2,4,1,1,4,2,1,10,1,2,1,2, ,5,5,1,1,1,2,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,8,2,3,2,2,2,2,3,2,2,2, , ,2,2, , ,1,17,6,2, ,2,4,2,1, ,2,2,1, , , , ,98,3,2,63017,S,2,29,3.6875,1.216079194
100287,1,31016,1,2,1, ,3,1,1,2,2, , , , ,1,2, ,2,2,1, , , , , , , , , , , , , ,2,2,2,1,3,1,2,2,2,1,3,1,4,2,2,1,15,1,2,1, , ,5,5,2,2,2,1,1,3,3,2, , , ,3,2, ,2,2,1, , ,1,2,2, , , , ,2, , , , , , ,1,1,8,2,1,2,1,1,1, , ,1,1, , ,2,2,2,70,5,2, ,3,3,2,2, ,1,2,2, , , , ,99,1, ,30904,U,3,13,1.90625,0.628651109
100288,1,31016,1,1,1, ,2,2, ,1,1,1,1, ,2,1,1,4,2,1,2,2,2,2,1,2, , , , , , , ,3,2,2,1,1,2,2,2,2,3,1,3,1,1,1,2,1,0, , , , , , , ,5,3,5,4,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,1,2,1,1,2,3,1,2,1,1,2, , ,3,2, , ,1,52,6,2, ,4,4,2,2, ,3,2,2, , , , ,1,1, ,29505,S,3,45,2.28125,0.752320179
100291,1,31016,1,1,1, ,2,1,1,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , ,2,1,2,2,2,1,2,2,4,1,4,4,1,4,2,1,1,1,2,2, , , , ,1,5,1,1,3,2,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,3,3,1,1,2,1,2,2,2,2, , ,2,3, , ,1,58,1,2, ,6,1,2,1, ,3,2,1, , , , ,8,2,2,20151,S,3,51,1,0.329784188
100301,1,31016,1,1,2, ,4,1,1,1,1,1,2, , ,1,1,2,2,2,1,1,2,2,1,2, , , ,1, , , ,2,2,2,2,2,2,1,2,1,4,3,4,1,1,4,2,1,98, , , , , , , ,5,5,1,1,1,3,3,2, , , ,3,1,2,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,2,1,3,3, , ,8,1, , ,2,59,5,2, ,3,2,2,1, ,3,2,1, , , , ,2,2,2,24531,R,3,51,3.59375,1.185161926
100302,1,31016,1,1,1, ,1,1,3,2,1,1,2, , ,1,1,2,2,2,1,2,2,2,2,1, , , , , , ,3, ,2,1,2,1,2,1,2,2,2,2,2,3,1,3,1,2,6,1,2,2, , , , ,2,2,1,2,1,2,3,4, , , ,3,1,2,1,2,1,2,2, , ,1,2,2, , ,2, , , , , , ,1,2,1,2,2,2,1,2,1,1,1, , ,2,2, , ,1,55,1,2, ,8,1,2,2, ,3,2,3, , , , ,9,2,2,30067,S,3,13,1.40625,0.463759014
100305,1,31716,1,1,1, ,3,1,1,1,1,1,2, , ,1,1,4,2,1,2,2,2,2,2,2, , , , , , , , ,2,2,2,2,1,2,2,2,4,1,4,1,1,4,2,1,0, , , , , , , ,1,5,3,3,1,3,3,4, , , ,3,8, ,2,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,3,2,2,3,2,3,1,1,1, , ,4,4, , ,2,44,1,1,2,6,1,2,3,8,4,2,2, , , , ,7,4,2,7205,S,1,34,2.8125,0.927518029
100316,1,31016,1,1,1, ,2,1,1,1,2,2, , , ,1,2,2,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,4,2,3,4,1,3,9,8,97,1,2,2, , , , ,5,1,5,3,1,3,3,1, , , ,3,1,2,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,2,8,8,8,1,1,1,1,3, , ,3,8, , ,2,65,3,2, ,6,3,2,2, ,5,2,2, , , , ,3,7,7,75104,S,3,48,1.09375,0.360701456
100321,1,32016,1,1,1, ,3,1,1,1,1,1,2, , ,1,1,2,2,2,1,2,2,2,2,2, , , , , , , , ,2,1,2,2,2,1,1,2,2,1,4,2,1,4,2,1,0, , , , , , , ,1,1,1,1,2,2,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,1,2,2,3,2,1,1, , ,2,2, , ,2,53,1,2, ,5,1,2,3,1,3,2,1, , , , ,8,2,2,60554,S,2,17,3.21875,1.061492855
100322,1,40416,1,2,1, ,3,3, ,1,1, , ,5, ,1,1,2,1,1,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,4,4,1,1,9,2,2,8,1,1,1,3,5,5,5,5,1,1,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,2,1,1,1,2,2,2,2,1, , ,2,1, , ,2,2,1,74,1,2, ,6,1,2,1, ,3,2,1, , , , ,9,2,2,92004,S,4,6,1.34375,0.443147503
100323,1,31016,1,1,2, ,1,1,1,1,1,1,2, , ,1,1,1,2,1,1,2,1,2,1,2, , , , ,1, , ,1,1,2,2,2,2,1,2,1,4,3,4,1,1,4,2,1,2,1,2,2, , , , ,2,2,1,1,1,3,3,3, , , ,3,1,2,1,2,2,2,2, , ,2, , , , ,2, , , , , , ,1,2,2,2,2,3,2,3,2,1,3, , ,1,1, , ,2,39,6,1,1,6,3,1,2, ,4,2,2, , , , ,6,4,1,89148,S,4,32,2.75,0.906906517
100327,1,31016,1,1,2, ,1,1,1,1,1,1,2, , ,1,1,3,2,2,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,8,1,2,2,4,3,8,1,1,1,2,1,98, , , , , , , ,5,4,5,9,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,8,8,8,8,8,8,8,3,8,1,2, , ,8,8, , ,1,79,3,2, ,4,3,2,1, ,2,2,1, , , , ,2,1, ,33714,U,3,12,1.28125,0.422535991
100333,1,31016,1,2,2, ,1,1,1,2,2, , , , ,1,2, ,2,2,1, , , , , , , , , , , , , ,1,2,1,1,3,1,1,2,4,2,2,1,1,4,2,1,0, , , , , , , ,5,4,5,9,1,3,3,4, , , ,3,8, ,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,1,1,1,1,3,1, , ,1,1, , ,1,1,2,70,5,2, ,3,3,2,2, ,3,2,2, , , , ,2,1, ,43206,U,2,39,1.90625,0.628651109
100338,1,31016,1,1,1, ,3,1,2,1,1,1,2, , ,1,1,2,2,1,1,1,1,2,1,2, , , ,6,5, , ,5,1,1,1,1,1,1,1,2,4,1,1,1,1,2,2,2,10,1,2,1,3, ,3,5,2,3,1,3,1,1,3,3,3, ,2,3,2, ,1,2,1,2,2, , ,1,1,1, , ,1,2,1,2, , , ,1,1,2,2,2,2,1,1,1,1,1, , ,2,2, , ,1,61,1,2, ,6,6,1,4,2,2,2,1, , , , ,7,5,5,7410,S,1,34,1.125,0.371007212
100339,1,40416,1,1,2, ,1,1,2,1,1,1,2, , ,1,1,2,2,1,1,1,2,2,1,1, , , ,1, , ,1,1,1,2,1,1,1,1,2,1,3,1,3,2,1,4,2,1,97,1,1,2, , , , ,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2, , ,1,1,1, , ,2,1,1,1, , , ,1,2,2,2,2,2,1,1,1,2,3, , ,2,1, , ,2,38,3,2, ,6,1,2,2, ,5,2,1, , , , ,5,2,2,18508,U,1,42,3.5,1.154244658
100341,1,40216,1,2,1, ,4,3, ,1,1, , ,2, ,1,1,2,2,1,1, , , , , ,2,2,2, , , , , ,2,1,1,2,2,2,2,2,4,1,1,1,1,1,1,1,3,1,2,2, , , , ,1,1,5,1,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,1,8,1,1,8,1,1,1, , ,1,2, , ,3,3,1,34,1,1,1,3,1,2,4,1,3,2,1, , , , ,5,5,3,48893,R,2,26,2.15625,0.711097156
100345,1,31016,1,2,1, ,3,1,2,1,1, , ,2, ,1,1,1,2,1,1, , , , , ,1,2,2, , , , , ,2,1,2,2,1,1,2,2,3,1,2,3,1,4,1,3,0, , , , , , , ,1,5,1,2,1,2,2,4, , , ,3,1,2,2,2,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,1,2,2,1,1,3,1, , ,2,1, , ,1,3,1,51,6,2, ,8,2,2,3,2,3,2,1, , , , ,2,2,2,4401,U,1,23,2.59375,0.855377738
100351,1,31016,1,1,1, ,1,1,1,1,1,1,8, , ,1,2,5,2,2,1,2,2,2,2,2, , , , , , , , ,1,2,2,2,2,1,2,2,3,3,4,1,2,3,2,1,8,1,2,2, , , , ,5,2,1,2,1,3,3,3, , , ,3,1,2,1,2,1,1,2, , ,2, , , , ,2, , , , , , ,1,1,2,1,1,1,2,1,2,1,1, , ,2,2, , ,2,37,3,1,1,6,1,2,2, ,4,2,2, , , , ,99,1, ,30318,U,3,13,2.46875,0.814154714
100353,1,31016,1,1,1, ,3,1,1,1,1,1,2, , ,1,2,3,2,1,1,2,2,2,2,2, , , , , , , , ,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,30,1,2,2, , , , ,5,1,1,1,1,1,3,3,4, ,1,3,8, ,1,1,2,1,2, , ,1,2,2, , ,2,1,1,2, , , ,1,1,2,1,1,8,1,1,1,1,2, , ,3,1, , ,2,50,2,2, ,5,4,1,2, ,5,2,1, , , , ,2,2,2,99403,S,4,53,2.53125,0.834766226
100355,1,32016,1,1,1, ,3,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,2,2,1,1, , , ,3, , ,6,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,50,1,2,1,5,1, ,5,5,1,1,2,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,8,1,1,1,1,1,1,2,1,2,2, , ,1,1, , ,2,41,1,1,1,8,1,2,2, ,5,2,1, , , , ,5,3,2,89423,R,4,32,2.75,0.906906517
100365,1,31216,1,2,1, ,3,1,2,1,2, , ,1,2,1,2,4,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,1,4,3,3,3,1,1,2,2,1,2,2, , , , ,5,2,1,2,1,1,3,4,4, ,2,3,1,2,1,2,2, , ,2,2,2, , , , ,2, , , ,1,2,2,1,8,2,2,3,1,1,1,1, , ,1,1, , ,1,2,2,86,5,2, ,5,3,2,3,2,3,2,1, , , , ,4,1, ,29681,S,3,45,1.71875,0.566816573
100367,1,31216,1,1,2, ,4,1,1,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,9,1,1,2,2, , , , ,5,1,1,9,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,9,1,1,1,1,9,2,1,9,9, , ,2,1, , ,1,84,4,2, ,2,8,2,2, ,3,2,5, , , , ,1,1, ,71106,S,3,22,2.78125,0.917212273
100370,1,32016,1,2,1, ,4,1,3,1,1, , ,2, ,1,1,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,4,2,4,2,2,4,2,1,0, , , , , , , ,5,3,1,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,2,1,2,1,3,1, , ,2,1, , ,1,3,1,69,3,2, ,3,3,2,2, ,4,2,1, , , , ,4,1, ,25419,S,3,54,1.875,0.618345353
100373,1,31516,1,2,1, ,3,1,1,1,2, , ,2, ,1,1,3,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,3,1,2,2,4,1,4,1,1,4,2,1,5,1,2,2, , , , ,6,2,1,1,1,2,3,4, , , ,3,1,2,1,1,2, , ,2,2,2, , , , ,2, , , , , , ,1,1,8,1,1,8,1,1,1, , ,3,1, , ,2,8,2,68,6,2, ,6,3,2,3,9,3,2,1, , , , ,6,1, ,29681,S,3,45,1.03125,0.340089944
100375,1,31216,1,2,2, ,2,1,3,1,1, , ,2, ,1,1,1,2,1,1, , , , , ,2,2,2, , , , , ,1,2,2,2,1,1,1,1,4,1,3,1,1,4,2,1,20,1,1,2, , , , ,2,1,1,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,8,8,8,2,2,8,1,2,1, , ,2,1, , ,2,2,1,41,6,2, ,6,1,2,2, ,3,2,1, , , , ,6,1, ,29687,S,3,45,1.375,0.453453259
100377,1,31216,1,1,1, ,4,2, ,1,2,1,2, , ,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , ,2,2,2,2,2,2,2,2,4,4,4,2,1,4,1,1,4,1,2,1,5, ,5,5,5,2,2,4,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,8,8,1,2,2,8,1,3,2,3,3, , ,2,8, , ,1,54,1,2, ,4,1,2,4,9,2,2,1, , , , ,6,2,2,32428,R,3,12,2.125,0.7007914
100378,1,32816,1,2,1, ,3,1,3,1,2, , ,2, ,1,8,4,2,2,1, , , , , ,2,2,2, , , , , ,2,2,1,1,2,1,1,1,1,4,1,1,2,1,2,1,0, , , , , , , ,5,2,2,3,1,1,3,3,3, ,2,3,8, ,2,1,1, , ,2,2,1, , ,2,2,2, , , ,2,2,2,1,1,1,1,1,1,1,1,1, , ,3,1, , ,1,2,2,48,9,2, ,6,99,1,4,1,3,2,2, , , , ,2,99,99,38655,R,3,28,1.6875,0.556510817
100380,1,31216,1,2,1, ,3,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,9,2,2,2,2,2,2,9,3,9,1,12,1,2,2, , , , ,6,1,1,5,1,1,3,4,4, ,2,3,1,2,2,1,2, , ,2,2,2, , , , ,2, , , ,1,8,2,1,3,8,1,3,9,1,9,1, , ,2,2, , ,3,3,2,91,5,2, ,1,3,9,1, ,3,2,9, , , , ,99,4,4,1235,S,1,25,5.53125,1.82411879
100385,1,31216,1,1,2, ,3,1,1,1,1,1,2, , ,1,1,1,1,1,1,1,1,1,1,1, , , ,1,3,1,3,1,1,1,1,2,2,1,1,1,4,4,4,1,1,4,2,1,97,1,2,1,1,2,3,3,1,1,1,1,1,2,3,4, , , ,3,1,2,1,2,1,2,2, , ,2, , , , ,2, , , , , , ,1,1,2,1,2,2,1,1,1,1,2, , ,1,1, , ,2,53,1,1,0,6,1,2,3,1,3,2,1, , , , ,7,3,2,39564,S,3,28,1.96875,0.64926262
100394,1,32016,1,1,2, ,3,1,1,1,1,1,2, , ,1,1,2,1,1,1,1,2,1,1,1, , , ,6, ,5,3,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,4,1,1,1,3,4,5,5,2,3,1,3,1,3,3,4, , , ,3,1,2,2,2,1,2,2, , ,1,1,1, , ,2, , , , , , ,1,2,1,1,1,2,1,1,1,1,1, , ,2,1, , ,2,52,1,1,2,3,1,2,3,2,3,2,1, , , , ,6,4,2,16105,R,1,42,3.15625,1.040881344
100396,1,31316,1,2,2, ,1,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,3,1,2,2,1,2,2,3,4,4,1,2,0, , , , , , , ,6,2,3,3,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,2,1,8,1,1,4,8,2,2, , ,2,2, , ,1,8,2,87,5,2, ,3,3,1,2, ,3,2,1, , , , ,98,1, ,54701,U,2,55,4.3125,1.422194311
100408,1,31216,1,2,2, ,4,1,1,1,2, , ,2, ,1,2,5,2,2,1, , , , , ,2,2,2, , , , , ,2,2,2,2,2,2,2,2,3,1,3,3,1,2,1,2,1,1,2,2, , , , ,5,4,2,3,2,3,3, , , , ,3,8, , , , , , , , ,2, , , , ,2, , , , , , ,1,2,2,1,2,4,2,3,2, , ,3,1, , ,2,2,1,63,5,2, ,5,3,1,1, ,4,2,1, , , , ,99,1, ,28479,S,3,37,1.71875,0.566816573
100410,1,31216,1,1,2, ,2,3, ,1,1,1,2, , ,1,1,2,2,1,1,2,2,2,2,2, , , , , , , , ,1,2,2,2,2,2,2,2,4,4,4,1,4,4,2,1,12,1,2,2, , , , ,5,1,5,1,3,3,3, , , , ,3,8, , , , , , , , , , , , , ,2, , , , , , ,8,2,2,2,2,2,2,2,2,1,2, , ,2,2, , ,1,49,3,2, ,5,1,2,1, ,1,2,1, , , , ,3,1, ,11580,S,1,36,1.6875,0.556510817
100411,1,31216,1,1,2, ,2,1,1,1,1,1,2, , ,1,1,1,2,2,1,1,1,1,1,1, , , ,3,3,5,3,1,1,1,2,1,1,1,1,1,2,2,4,2,1,3,2,1,60,1,2,2, , , , ,5,1,5,2,1,1,3,2,1, ,2,3,1,2,1,2,2,2,2, , ,1,2,2, , ,2,1,1,1, , , ,1,2,1,1,1,1,1,1,1,2,3, , ,3,1, , ,2,45,1,1,0,8,1,2,3,1,3,2,3, , , , ,9,4,2,48154,U,2,26,2.1875,0.721402911
100413,1,31216,1,2,1, ,3,1,1,2,2, , , , ,2, , ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,3,2,2,2,2,2,2,3,4,1,1,1,0, , , , , , , ,5,5,3,5,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,2,1,1,3,1,3,1, , ,2,1, , ,3,1,1,63,1,2, ,2,4,1,1, ,4,2,1, , , , ,2,2,2,30534,S,3,13,4.53125,1.494334602
100422,1,31516,1,2,2, ,1,1,2,2,2, , , , ,1,1, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,1,0, , , , , , , ,5,5,5,5,3,3,3, , , , ,3,2, , , , , , , , , , , , , ,2, , , , , , ,8,1,8,1,1,8,8,3,1, , ,1,1, , ,1,1,1,63,4,2, ,3,6,1,2, ,4,2,2, , , , ,1,1, ,10457,U,1,36,2.0625,0.680179888
100425,1,31216,1,2,2, ,3,1,3,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,1,2,1,2,2,2,2,2,4,4,2,2,1,3,2,2,2, , , , ,5,5,1,5,3,3,3, , , , ,3,1,2, , , , , , , , , , , , ,2, , , , , , ,1,2,4,1,1,2,1,2,1, , ,2,2, , ,1,1,2,87,1,2, ,3,3,2,3,8,3,2,1, , , , ,2,3,3,54952,U,2,55,2.34375,0.772931691
100432,1,40216,1,2,2, ,1,1,1,1,1, , ,2, ,1,1,1,2,2,1, , , , , ,8,2,2, , , , , ,1,2,1,1,1,1,1,1,4,2,4,1,1,2,2,2,0, , , , , , , ,3,5,1,2,2,1,2, ,4, ,2,2,1,2, , , , , , , ,2, , , , ,2, , , ,2,2,2,1,3,3,3,2,2,3,3,2, , ,3,1, , ,3,4,2,52,1,2, ,4,1,2,3,1,1,2,1, , , , ,4,2,2,85746,U,4,4,2.25,0.742014423
100436,1,32816,1,2,2, ,3,1,1,2,2, , , , ,1,2, ,2,2,2, , , , , , , , , , , , , ,2,2,2,2,2,1,2,2,4,1,4,3,4,4,2,1,1,1,2,2, , , , ,5,1,1,5,2,3,3, , , , ,3,1,2, , , , , , , ,2, , , , ,2, , , , , , ,1,1,1,1,2,2,2,1,1, , ,1,1, , ,2,2,2,72,1,2, ,5,3,2,1, ,2,2,1, , , , ,6,3,3,86404,U,4,4,1.53125,0.504982038
100437,1,31216,1,1,2, ,1,3, ,1,1,1,2, , ,2, ,2,2,2,1,2,2,2,1,2, , , , , , , ,1,1,1,1,2,1,1,2,1,3,1,1,1,1,4,2,1,10,1,1,1, , ,3, ,1,2,1,1,1,1,1,3,3,4,1,1,1,1,1,1,2,1,1, , ,1,1,1, , ,1,1,2,1, , , ,1,1,1,1,1,1,1,1,1,1,2, , ,1,1, , ,2,62,3,2, ,8,3,2,2, ,2,2,2, , , , ,4,1, ,29154,U,3,45,4.65625,1.535557626
